Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QL","Livestock Primary","226","Uganda","5513","Production","1067","Eggs, hen, in shell (number)","1968","1968","1000 No","205400","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5513","Production","1067","Eggs, hen, in shell (number)","1969","1969","1000 No","210600","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5513","Production","1067","Eggs, hen, in shell (number)","1970","1970","1000 No","215800","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5513","Production","1067","Eggs, hen, in shell (number)","1971","1971","1000 No","221000","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5513","Production","1067","Eggs, hen, in shell (number)","1972","1972","1000 No","226200","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5513","Production","1067","Eggs, hen, in shell (number)","1973","1973","1000 No","234000","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5513","Production","1067","Eggs, hen, in shell (number)","1974","1974","1000 No","247000","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5513","Production","1067","Eggs, hen, in shell (number)","1975","1975","1000 No","283500","","Official data"
"QL","Livestock Primary","226","Uganda","5513","Production","1067","Eggs, hen, in shell (number)","1976","1976","1000 No","315000","","Official data"
"QL","Livestock Primary","226","Uganda","5513","Production","1067","Eggs, hen, in shell (number)","1977","1977","1000 No","240000","","Official data"
"QL","Livestock Primary","226","Uganda","5513","Production","1067","Eggs, hen, in shell (number)","1978","1978","1000 No","210000","","Official data"
"QL","Livestock Primary","226","Uganda","5513","Production","1067","Eggs, hen, in shell (number)","1979","1979","1000 No","238180","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5513","Production","1067","Eggs, hen, in shell (number)","1980","1980","1000 No","240000","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5513","Production","1067","Eggs, hen, in shell (number)","1981","1981","1000 No","243640","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5513","Production","1067","Eggs, hen, in shell (number)","1982","1982","1000 No","263640","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5513","Production","1067","Eggs, hen, in shell (number)","1983","1983","1000 No","281820","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5513","Production","1067","Eggs, hen, in shell (number)","1984","1984","1000 No","281820","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5513","Production","1067","Eggs, hen, in shell (number)","1985","1985","1000 No","300000","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5513","Production","1067","Eggs, hen, in shell (number)","1986","1986","1000 No","327270","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5513","Production","1067","Eggs, hen, in shell (number)","1987","1987","1000 No","290900","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5513","Production","1067","Eggs, hen, in shell (number)","1988","1988","1000 No","309100","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5513","Production","1067","Eggs, hen, in shell (number)","1989","1989","1000 No","327300","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5513","Production","1067","Eggs, hen, in shell (number)","1990","1990","1000 No","345500","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5513","Production","1067","Eggs, hen, in shell (number)","1991","1991","1000 No","363600","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5513","Production","1067","Eggs, hen, in shell (number)","1992","1992","1000 No","368000","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5513","Production","1067","Eggs, hen, in shell (number)","1993","1993","1000 No","386400","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5513","Production","1067","Eggs, hen, in shell (number)","1994","1994","1000 No","390900","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5513","Production","1067","Eggs, hen, in shell (number)","1995","1995","1000 No","400000","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5513","Production","1067","Eggs, hen, in shell (number)","1996","1996","1000 No","400000","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5513","Production","1067","Eggs, hen, in shell (number)","1997","1997","1000 No","409000","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5513","Production","1067","Eggs, hen, in shell (number)","1998","1998","1000 No","409000","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5513","Production","1067","Eggs, hen, in shell (number)","1999","1999","1000 No","420000","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5513","Production","1067","Eggs, hen, in shell (number)","2000","2000","1000 No","434000","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5513","Production","1067","Eggs, hen, in shell (number)","2001","2001","1000 No","307000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5513","Production","1067","Eggs, hen, in shell (number)","2002","2002","1000 No","308000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5513","Production","1067","Eggs, hen, in shell (number)","2003","2003","1000 No","312000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5513","Production","1067","Eggs, hen, in shell (number)","2004","2004","1000 No","300000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5513","Production","1067","Eggs, hen, in shell (number)","2005","2005","1000 No","415000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5513","Production","1067","Eggs, hen, in shell (number)","2006","2006","1000 No","405000","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5513","Production","1067","Eggs, hen, in shell (number)","2007","2007","1000 No","390000","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5513","Production","1067","Eggs, hen, in shell (number)","2008","2008","1000 No","515000","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5513","Production","1067","Eggs, hen, in shell (number)","2009","2009","1000 No","702000","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5513","Production","1067","Eggs, hen, in shell (number)","2010","2010","1000 No","725000","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5513","Production","1067","Eggs, hen, in shell (number)","2011","2011","1000 No","745000","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5513","Production","1067","Eggs, hen, in shell (number)","2012","2012","1000 No","750000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5513","Production","1067","Eggs, hen, in shell (number)","2013","2013","1000 No","783000","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5513","Production","1067","Eggs, hen, in shell (number)","2014","2014","1000 No","808000","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5513","Production","1067","Eggs, hen, in shell (number)","2015","2015","1000 No","692000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5513","Production","1067","Eggs, hen, in shell (number)","2016","2016","1000 No","710000","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5513","Production","1067","Eggs, hen, in shell (number)","2017","2017","1000 No","733300","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5513","Production","1067","Eggs, hen, in shell (number)","2018","2018","1000 No","750000","F","FAO estimate"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","869","Fat, cattle","1991","1991","Head","560000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","869","Fat, cattle","1992","1992","Head","573000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","869","Fat, cattle","1993","1993","Head","610000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","869","Fat, cattle","1994","1994","Head","562000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","869","Fat, cattle","1995","1995","Head","576000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","869","Fat, cattle","1996","1996","Head","583000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","869","Fat, cattle","1997","1997","Head","590000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","869","Fat, cattle","1998","1998","Head","620000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","869","Fat, cattle","1999","1999","Head","640000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","869","Fat, cattle","2000","2000","Head","645000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","869","Fat, cattle","2001","2001","Head","676000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","869","Fat, cattle","2002","2002","Head","767000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","869","Fat, cattle","2003","2003","Head","835000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","869","Fat, cattle","2004","2004","Head","900000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","869","Fat, cattle","2005","2005","Head","980000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","869","Fat, cattle","2006","2006","Head","1065000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","869","Fat, cattle","2007","2007","Head","1161000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","869","Fat, cattle","2008","2008","Head","1133000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","869","Fat, cattle","2009","2009","Head","1170000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","869","Fat, cattle","2010","2010","Head","1202000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","869","Fat, cattle","2011","2011","Head","1240000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","869","Fat, cattle","2012","2012","Head","1275000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","869","Fat, cattle","2013","2013","Head","1336000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","869","Fat, cattle","2014","2014","Head","1370972.26","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","869","Fat, cattle","2015","2015","Head","1431152.49","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","869","Fat, cattle","2016","2016","Head","1495012.73","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","869","Fat, cattle","2017","2017","Head","1546739.85","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","869","Fat, cattle","2018","2018","Head","1595707.04","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","869","Fat, cattle","1991","1991","tonnes","1750","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","869","Fat, cattle","1992","1992","tonnes","1791.67","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","869","Fat, cattle","1993","1993","tonnes","1906.25","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","869","Fat, cattle","1994","1994","tonnes","1756.25","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","869","Fat, cattle","1995","1995","tonnes","1800","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","869","Fat, cattle","1996","1996","tonnes","1822.92","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","869","Fat, cattle","1997","1997","tonnes","1843.75","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","869","Fat, cattle","1998","1998","tonnes","1937.5","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","869","Fat, cattle","1999","1999","tonnes","2000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","869","Fat, cattle","2000","2000","tonnes","2015.63","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","869","Fat, cattle","2001","2001","tonnes","2112.5","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","869","Fat, cattle","2002","2002","tonnes","2395.83","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","869","Fat, cattle","2003","2003","tonnes","2604.17","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","869","Fat, cattle","2004","2004","tonnes","2812.5","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","869","Fat, cattle","2005","2005","tonnes","3062.5","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","869","Fat, cattle","2006","2006","tonnes","3333.33","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","869","Fat, cattle","2007","2007","tonnes","3628.13","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","869","Fat, cattle","2008","2008","tonnes","3540.63","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","869","Fat, cattle","2009","2009","tonnes","3646.85","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","869","Fat, cattle","2010","2010","tonnes","3756.25","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","869","Fat, cattle","2011","2011","tonnes","3868.94","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","869","Fat, cattle","2012","2012","tonnes","3985","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","869","Fat, cattle","2013","2013","tonnes","4146","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","869","Fat, cattle","2014","2014","tonnes","4265.23","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","869","Fat, cattle","2015","2015","tonnes","4462.71","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","869","Fat, cattle","2016","2016","tonnes","4660.85","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","869","Fat, cattle","2017","2017","tonnes","4821.51","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","869","Fat, cattle","2018","2018","tonnes","4973.53","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","1019","Fat, goats","1991","1991","Head","1580000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","1019","Fat, goats","1992","1992","Head","1620000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","1019","Fat, goats","1993","1993","Head","1670000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","1019","Fat, goats","1994","1994","Head","1720000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","1019","Fat, goats","1995","1995","Head","1770000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","1019","Fat, goats","1996","1996","Head","1800000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","1019","Fat, goats","1997","1997","Head","1860000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","1019","Fat, goats","1998","1998","Head","1920000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","1019","Fat, goats","1999","1999","Head","1980000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","1019","Fat, goats","2000","2000","Head","2050000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","1019","Fat, goats","2001","2001","Head","2120000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","1019","Fat, goats","2002","2002","Head","2112000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","1019","Fat, goats","2003","2003","Head","2400000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","1019","Fat, goats","2004","2004","Head","2400000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","1019","Fat, goats","2005","2005","Head","2500000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","1019","Fat, goats","2006","2006","Head","2600000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","1019","Fat, goats","2007","2007","Head","2650000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","1019","Fat, goats","2008","2008","Head","2700000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","1019","Fat, goats","2009","2009","Head","2800000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","1019","Fat, goats","2010","2010","Head","2900000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","1019","Fat, goats","2011","2011","Head","2950000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","1019","Fat, goats","2012","2012","Head","3000000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","1019","Fat, goats","2013","2013","Head","3200000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","1019","Fat, goats","2014","2014","Head","3035315.37","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","1019","Fat, goats","2015","2015","Head","3030377.19","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","1019","Fat, goats","2016","2016","Head","3352234.74","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","1019","Fat, goats","2017","2017","Head","3424215.64","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","1019","Fat, goats","2018","2018","Head","3513679.58","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","1019","Fat, goats","1991","1991","tonnes","657.8","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","1019","Fat, goats","1992","1992","tonnes","674.45","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","1019","Fat, goats","1993","1993","tonnes","693.88","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","1019","Fat, goats","1994","1994","tonnes","716.43","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","1019","Fat, goats","1995","1995","tonnes","737.24","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","1019","Fat, goats","1996","1996","tonnes","749.39","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","1019","Fat, goats","1997","1997","tonnes","774.37","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","1019","Fat, goats","1998","1998","tonnes","799.35","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","1019","Fat, goats","1999","1999","tonnes","824.33","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","1019","Fat, goats","2000","2000","tonnes","853.47","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","1019","Fat, goats","2001","2001","tonnes","882.61","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","1019","Fat, goats","2002","2002","tonnes","879.28","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","1019","Fat, goats","2003","2003","tonnes","999.18","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","1019","Fat, goats","2004","2004","tonnes","999.18","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","1019","Fat, goats","2005","2005","tonnes","1006.12","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","1019","Fat, goats","2006","2006","tonnes","1036.31","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","1019","Fat, goats","2007","2007","tonnes","1067.39","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","1019","Fat, goats","2008","2008","tonnes","1099.41","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","1019","Fat, goats","2009","2009","tonnes","1132.41","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","1019","Fat, goats","2010","2010","tonnes","1166.37","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","1019","Fat, goats","2011","2011","tonnes","1201.34","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","1019","Fat, goats","2012","2012","tonnes","1217.76","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","1019","Fat, goats","2013","2013","tonnes","1301.02","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","1019","Fat, goats","2014","2014","tonnes","1233.96","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","1019","Fat, goats","2015","2015","tonnes","1228.87","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","1019","Fat, goats","2016","2016","tonnes","1360.75","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","1019","Fat, goats","2017","2017","tonnes","1389.76","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","1019","Fat, goats","2018","2018","tonnes","1425.86","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","1037","Fat, pigs","1991","1991","Head","1000000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","1037","Fat, pigs","1992","1992","Head","1020000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","1037","Fat, pigs","1993","1993","Head","1050000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","1037","Fat, pigs","1994","1994","Head","1080000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","1037","Fat, pigs","1995","1995","Head","1100000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","1037","Fat, pigs","1996","1996","Head","1150000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","1037","Fat, pigs","1997","1997","Head","1180000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","1037","Fat, pigs","1998","1998","Head","1209000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","1037","Fat, pigs","1999","1999","Head","1250000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","1037","Fat, pigs","2000","2000","Head","1290000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","1037","Fat, pigs","2001","2001","Head","1348000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","1037","Fat, pigs","2002","2002","Head","1400000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","1037","Fat, pigs","2003","2003","Head","1450000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","1037","Fat, pigs","2004","2004","Head","1590000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","1037","Fat, pigs","2005","2005","Head","1640000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","1037","Fat, pigs","2006","2006","Head","1700000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","1037","Fat, pigs","2007","2007","Head","1750000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","1037","Fat, pigs","2008","2008","Head","1800000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","1037","Fat, pigs","2009","2009","Head","1850000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","1037","Fat, pigs","2010","2010","Head","1885000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","1037","Fat, pigs","2011","2011","Head","1950000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","1037","Fat, pigs","2012","2012","Head","1916000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","1037","Fat, pigs","2013","2013","Head","1950000","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","1037","Fat, pigs","2014","2014","Head","1938753.95","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","1037","Fat, pigs","2015","2015","Head","1928463.27","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","1037","Fat, pigs","2016","2016","Head","2084244.83","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","1037","Fat, pigs","2017","2017","Head","2114154.04","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5320","Producing Animals/Slaughtered","1037","Fat, pigs","2018","2018","Head","2153110.3","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","1037","Fat, pigs","1991","1991","tonnes","5025","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","1037","Fat, pigs","1992","1992","tonnes","5125.5","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","1037","Fat, pigs","1993","1993","tonnes","5276.25","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","226","Uganda","5510","Production","1037","Fat, pigs","1994","1994","tonnes","5427","Im","FAO data based on imputation methodology"
