Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QC","Crops","226","Uganda","5312","Area harvested","689","Chillies and peppers, dry","2002","2002","ha","3999","Im","FAO data based on imputation methodology"
"QC","Crops","226","Uganda","5312","Area harvested","689","Chillies and peppers, dry","2003","2003","ha","3986","Im","FAO data based on imputation methodology"
"QC","Crops","226","Uganda","5312","Area harvested","689","Chillies and peppers, dry","2004","2004","ha","3979","Im","FAO data based on imputation methodology"
"QC","Crops","226","Uganda","5312","Area harvested","689","Chillies and peppers, dry","2005","2005","ha","3963","Im","FAO data based on imputation methodology"
"QC","Crops","226","Uganda","5312","Area harvested","689","Chillies and peppers, dry","2006","2006","ha","3926","Im","FAO data based on imputation methodology"
"QC","Crops","226","Uganda","5312","Area harvested","689","Chillies and peppers, dry","2007","2007","ha","4200","F","FAO estimate"
"QC","Crops","226","Uganda","5312","Area harvested","689","Chillies and peppers, dry","2008","2008","ha","3787","Im","FAO data based on imputation methodology"
"QC","Crops","226","Uganda","5312","Area harvested","689","Chillies and peppers, dry","2009","2009","ha","3668","Im","FAO data based on imputation methodology"
"QC","Crops","226","Uganda","5312","Area harvested","689","Chillies and peppers, dry","2010","2010","ha","3541","Im","FAO data based on imputation methodology"
"QC","Crops","226","Uganda","5312","Area harvested","689","Chillies and peppers, dry","2011","2011","ha","3409","Im","FAO data based on imputation methodology"
"QC","Crops","226","Uganda","5312","Area harvested","689","Chillies and peppers, dry","2012","2012","ha","2600","F","FAO estimate"
"QC","Crops","226","Uganda","5312","Area harvested","689","Chillies and peppers, dry","2013","2013","ha","3164","Im","FAO data based on imputation methodology"
"QC","Crops","226","Uganda","5312","Area harvested","689","Chillies and peppers, dry","2014","2014","ha","3198","Im","FAO data based on imputation methodology"
"QC","Crops","226","Uganda","5312","Area harvested","689","Chillies and peppers, dry","2015","2015","ha","3031","Im","FAO data based on imputation methodology"
"QC","Crops","226","Uganda","5312","Area harvested","689","Chillies and peppers, dry","2016","2016","ha","2910","Im","FAO data based on imputation methodology"
"QC","Crops","226","Uganda","5312","Area harvested","689","Chillies and peppers, dry","2017","2017","ha","2831","Im","FAO data based on imputation methodology"
"QC","Crops","226","Uganda","5312","Area harvested","689","Chillies and peppers, dry","2018","2018","ha","2753","Im","FAO data based on imputation methodology"
"QC","Crops","226","Uganda","5419","Yield","689","Chillies and peppers, dry","1961","1961","hg/ha","8108","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","689","Chillies and peppers, dry","1962","1962","hg/ha","8378","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","689","Chillies and peppers, dry","1963","1963","hg/ha","8421","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","689","Chillies and peppers, dry","1964","1964","hg/ha","8684","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","689","Chillies and peppers, dry","1965","1965","hg/ha","8718","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","689","Chillies and peppers, dry","1966","1966","hg/ha","8974","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","689","Chillies and peppers, dry","1967","1967","hg/ha","9000","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","689","Chillies and peppers, dry","1968","1968","hg/ha","9024","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","689","Chillies and peppers, dry","1969","1969","hg/ha","9268","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","689","Chillies and peppers, dry","1970","1970","hg/ha","9250","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","689","Chillies and peppers, dry","1971","1971","hg/ha","8974","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","689","Chillies and peppers, dry","1972","1972","hg/ha","8974","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","689","Chillies and peppers, dry","1973","1973","hg/ha","9000","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","689","Chillies and peppers, dry","1974","1974","hg/ha","9000","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","689","Chillies and peppers, dry","1975","1975","hg/ha","9000","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","689","Chillies and peppers, dry","1976","1976","hg/ha","9250","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","689","Chillies and peppers, dry","1977","1977","hg/ha","9250","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","689","Chillies and peppers, dry","1978","1978","hg/ha","8974","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","689","Chillies and peppers, dry","1979","1979","hg/ha","8974","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","689","Chillies and peppers, dry","1980","1980","hg/ha","8974","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","689","Chillies and peppers, dry","1981","1981","hg/ha","8974","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","689","Chillies and peppers, dry","1982","1982","hg/ha","8974","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","689","Chillies and peppers, dry","1983","1983","hg/ha","8974","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","689","Chillies and peppers, dry","1984","1984","hg/ha","8974","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","689","Chillies and peppers, dry","1985","1985","hg/ha","8974","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","689","Chillies and peppers, dry","1986","1986","hg/ha","8974","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","689","Chillies and peppers, dry","1987","1987","hg/ha","8974","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","689","Chillies and peppers, dry","1988","1988","hg/ha","8974","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","689","Chillies and peppers, dry","1989","1989","hg/ha","8974","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","689","Chillies and peppers, dry","1990","1990","hg/ha","9455","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","689","Chillies and peppers, dry","1991","1991","hg/ha","8571","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","689","Chillies and peppers, dry","1992","1992","hg/ha","8889","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","689","Chillies and peppers, dry","1993","1993","hg/ha","8947","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","689","Chillies and peppers, dry","1994","1994","hg/ha","9000","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","689","Chillies and peppers, dry","1995","1995","hg/ha","9048","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","689","Chillies and peppers, dry","1996","1996","hg/ha","8947","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","689","Chillies and peppers, dry","1997","1997","hg/ha","8974","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","689","Chillies and peppers, dry","1998","1998","hg/ha","9000","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","689","Chillies and peppers, dry","1999","1999","hg/ha","9024","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","689","Chillies and peppers, dry","2000","2000","hg/ha","9048","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","689","Chillies and peppers, dry","2001","2001","hg/ha","9147","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","689","Chillies and peppers, dry","2002","2002","hg/ha","9192","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","689","Chillies and peppers, dry","2003","2003","hg/ha","9238","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","689","Chillies and peppers, dry","2004","2004","hg/ha","9288","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","689","Chillies and peppers, dry","2005","2005","hg/ha","9342","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","689","Chillies and peppers, dry","2006","2006","hg/ha","9428","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","689","Chillies and peppers, dry","2007","2007","hg/ha","9488","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","689","Chillies and peppers, dry","2008","2008","hg/ha","9548","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","689","Chillies and peppers, dry","2009","2009","hg/ha","9608","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","689","Chillies and peppers, dry","2010","2010","hg/ha","9669","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","689","Chillies and peppers, dry","2011","2011","hg/ha","9729","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","689","Chillies and peppers, dry","2012","2012","hg/ha","10000","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","689","Chillies and peppers, dry","2013","2013","hg/ha","9859","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","689","Chillies and peppers, dry","2014","2014","hg/ha","9833","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","689","Chillies and peppers, dry","2015","2015","hg/ha","9914","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","689","Chillies and peppers, dry","2016","2016","hg/ha","9952","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","689","Chillies and peppers, dry","2017","2017","hg/ha","9991","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","689","Chillies and peppers, dry","2018","2018","hg/ha","10030","Fc","Calculated data"
"QC","Crops","226","Uganda","5510","Production","689","Chillies and peppers, dry","1961","1961","tonnes","3000","F","FAO estimate"
"QC","Crops","226","Uganda","5510","Production","689","Chillies and peppers, dry","1962","1962","tonnes","3100","F","FAO estimate"
"QC","Crops","226","Uganda","5510","Production","689","Chillies and peppers, dry","1963","1963","tonnes","3200","F","FAO estimate"
"QC","Crops","226","Uganda","5510","Production","689","Chillies and peppers, dry","1964","1964","tonnes","3300","F","FAO estimate"
"QC","Crops","226","Uganda","5510","Production","689","Chillies and peppers, dry","1965","1965","tonnes","3400","F","FAO estimate"
"QC","Crops","226","Uganda","5510","Production","689","Chillies and peppers, dry","1966","1966","tonnes","3500","F","FAO estimate"
"QC","Crops","226","Uganda","5510","Production","689","Chillies and peppers, dry","1967","1967","tonnes","3600","F","FAO estimate"
"QC","Crops","226","Uganda","5510","Production","689","Chillies and peppers, dry","1968","1968","tonnes","3700","F","FAO estimate"
"QC","Crops","226","Uganda","5510","Production","689","Chillies and peppers, dry","1969","1969","tonnes","3800","F","FAO estimate"
"QC","Crops","226","Uganda","5510","Production","689","Chillies and peppers, dry","1970","1970","tonnes","3700","F","FAO estimate"
"QC","Crops","226","Uganda","5510","Production","689","Chillies and peppers, dry","1971","1971","tonnes","3500","F","FAO estimate"
"QC","Crops","226","Uganda","5510","Production","689","Chillies and peppers, dry","1972","1972","tonnes","3500","F","FAO estimate"
"QC","Crops","226","Uganda","5510","Production","689","Chillies and peppers, dry","1973","1973","tonnes","3600","F","FAO estimate"
"QC","Crops","226","Uganda","5510","Production","689","Chillies and peppers, dry","1974","1974","tonnes","3600","F","FAO estimate"
"QC","Crops","226","Uganda","5510","Production","689","Chillies and peppers, dry","1975","1975","tonnes","3600","F","FAO estimate"
"QC","Crops","226","Uganda","5510","Production","689","Chillies and peppers, dry","1976","1976","tonnes","3700","F","FAO estimate"
"QC","Crops","226","Uganda","5510","Production","689","Chillies and peppers, dry","1977","1977","tonnes","3700","F","FAO estimate"
"QC","Crops","226","Uganda","5510","Production","689","Chillies and peppers, dry","1978","1978","tonnes","3500","F","FAO estimate"
"QC","Crops","226","Uganda","5510","Production","689","Chillies and peppers, dry","1979","1979","tonnes","3500","F","FAO estimate"
"QC","Crops","226","Uganda","5510","Production","689","Chillies and peppers, dry","1980","1980","tonnes","3500","F","FAO estimate"
"QC","Crops","226","Uganda","5510","Production","689","Chillies and peppers, dry","1981","1981","tonnes","3500","F","FAO estimate"
"QC","Crops","226","Uganda","5510","Production","689","Chillies and peppers, dry","1982","1982","tonnes","3500","F","FAO estimate"
"QC","Crops","226","Uganda","5510","Production","689","Chillies and peppers, dry","1983","1983","tonnes","3500","F","FAO estimate"
"QC","Crops","226","Uganda","5510","Production","689","Chillies and peppers, dry","1984","1984","tonnes","3500","F","FAO estimate"
"QC","Crops","226","Uganda","5510","Production","689","Chillies and peppers, dry","1985","1985","tonnes","3500","F","FAO estimate"
"QC","Crops","226","Uganda","5510","Production","689","Chillies and peppers, dry","1986","1986","tonnes","3500","F","FAO estimate"
"QC","Crops","226","Uganda","5510","Production","689","Chillies and peppers, dry","1987","1987","tonnes","3500","F","FAO estimate"
"QC","Crops","226","Uganda","5510","Production","689","Chillies and peppers, dry","1988","1988","tonnes","3500","F","FAO estimate"
"QC","Crops","226","Uganda","5510","Production","689","Chillies and peppers, dry","1989","1989","tonnes","3500","F","FAO estimate"
"QC","Crops","226","Uganda","5510","Production","689","Chillies and peppers, dry","1990","1990","tonnes","3746","Im","FAO data based on imputation methodology"
"QC","Crops","226","Uganda","5510","Production","689","Chillies and peppers, dry","1991","1991","tonnes","3000","F","FAO estimate"
"QC","Crops","226","Uganda","5510","Production","689","Chillies and peppers, dry","1992","1992","tonnes","3200","F","FAO estimate"
"QC","Crops","226","Uganda","5510","Production","689","Chillies and peppers, dry","1993","1993","tonnes","3400","F","FAO estimate"
"QC","Crops","226","Uganda","5510","Production","689","Chillies and peppers, dry","1994","1994","tonnes","3600","F","FAO estimate"
"QC","Crops","226","Uganda","5510","Production","689","Chillies and peppers, dry","1995","1995","tonnes","3800","F","FAO estimate"
"QC","Crops","226","Uganda","5510","Production","689","Chillies and peppers, dry","1996","1996","tonnes","3400","F","FAO estimate"
"QC","Crops","226","Uganda","5510","Production","689","Chillies and peppers, dry","1997","1997","tonnes","3500","F","FAO estimate"
"QC","Crops","226","Uganda","5510","Production","689","Chillies and peppers, dry","1998","1998","tonnes","3600","F","FAO estimate"
"QC","Crops","226","Uganda","5510","Production","689","Chillies and peppers, dry","1999","1999","tonnes","3700","F","FAO estimate"
"QC","Crops","226","Uganda","5510","Production","689","Chillies and peppers, dry","2000","2000","tonnes","3800","F","FAO estimate"
"QC","Crops","226","Uganda","5510","Production","689","Chillies and peppers, dry","2001","2001","tonnes","3648","Im","FAO data based on imputation methodology"
"QC","Crops","226","Uganda","5510","Production","689","Chillies and peppers, dry","2002","2002","tonnes","3676","Im","FAO data based on imputation methodology"
"QC","Crops","226","Uganda","5510","Production","689","Chillies and peppers, dry","2003","2003","tonnes","3682","Im","FAO data based on imputation methodology"
"QC","Crops","226","Uganda","5510","Production","689","Chillies and peppers, dry","2004","2004","tonnes","3696","Im","FAO data based on imputation methodology"
"QC","Crops","226","Uganda","5510","Production","689","Chillies and peppers, dry","2005","2005","tonnes","3702","Im","FAO data based on imputation methodology"
"QC","Crops","226","Uganda","5510","Production","689","Chillies and peppers, dry","2006","2006","tonnes","3701","Im","FAO data based on imputation methodology"
"QC","Crops","226","Uganda","5510","Production","689","Chillies and peppers, dry","2007","2007","tonnes","3985","Im","FAO data based on imputation methodology"
"QC","Crops","226","Uganda","5510","Production","689","Chillies and peppers, dry","2008","2008","tonnes","3615","Im","FAO data based on imputation methodology"
"QC","Crops","226","Uganda","5510","Production","689","Chillies and peppers, dry","2009","2009","tonnes","3524","Im","FAO data based on imputation methodology"
"QC","Crops","226","Uganda","5510","Production","689","Chillies and peppers, dry","2010","2010","tonnes","3423","Im","FAO data based on imputation methodology"
"QC","Crops","226","Uganda","5510","Production","689","Chillies and peppers, dry","2011","2011","tonnes","3316","Im","FAO data based on imputation methodology"
"QC","Crops","226","Uganda","5510","Production","689","Chillies and peppers, dry","2012","2012","tonnes","2600","F","FAO estimate"
"QC","Crops","226","Uganda","5510","Production","689","Chillies and peppers, dry","2013","2013","tonnes","3120","Im","FAO data based on imputation methodology"
"QC","Crops","226","Uganda","5510","Production","689","Chillies and peppers, dry","2014","2014","tonnes","3144","Im","FAO data based on imputation methodology"
"QC","Crops","226","Uganda","5510","Production","689","Chillies and peppers, dry","2015","2015","tonnes","3005","Im","FAO data based on imputation methodology"
"QC","Crops","226","Uganda","5510","Production","689","Chillies and peppers, dry","2016","2016","tonnes","2896","Im","FAO data based on imputation methodology"
"QC","Crops","226","Uganda","5510","Production","689","Chillies and peppers, dry","2017","2017","tonnes","2828","Im","FAO data based on imputation methodology"
"QC","Crops","226","Uganda","5510","Production","689","Chillies and peppers, dry","2018","2018","tonnes","2761","Im","FAO data based on imputation methodology"
"QC","Crops","226","Uganda","5312","Area harvested","661","Cocoa, beans","1961","1961","ha","900","F","FAO estimate"
"QC","Crops","226","Uganda","5312","Area harvested","661","Cocoa, beans","1962","1962","ha","1000","F","FAO estimate"
"QC","Crops","226","Uganda","5312","Area harvested","661","Cocoa, beans","1963","1963","ha","1000","F","FAO estimate"
"QC","Crops","226","Uganda","5312","Area harvested","661","Cocoa, beans","1964","1964","ha","1100","F","FAO estimate"
"QC","Crops","226","Uganda","5312","Area harvested","661","Cocoa, beans","1965","1965","ha","1100","F","FAO estimate"
"QC","Crops","226","Uganda","5312","Area harvested","661","Cocoa, beans","1966","1966","ha","1200","","Official data"
"QC","Crops","226","Uganda","5312","Area harvested","661","Cocoa, beans","1967","1967","ha","1400","","Official data"
"QC","Crops","226","Uganda","5312","Area harvested","661","Cocoa, beans","1968","1968","ha","2000","","Official data"
"QC","Crops","226","Uganda","5312","Area harvested","661","Cocoa, beans","1969","1969","ha","2100","","Official data"
"QC","Crops","226","Uganda","5312","Area harvested","661","Cocoa, beans","1970","1970","ha","2000","","Official data"
"QC","Crops","226","Uganda","5312","Area harvested","661","Cocoa, beans","1971","1971","ha","2000","F","FAO estimate"
"QC","Crops","226","Uganda","5312","Area harvested","661","Cocoa, beans","1972","1972","ha","2000","F","FAO estimate"
"QC","Crops","226","Uganda","5312","Area harvested","661","Cocoa, beans","1973","1973","ha","2000","F","FAO estimate"
"QC","Crops","226","Uganda","5312","Area harvested","661","Cocoa, beans","1974","1974","ha","2000","F","FAO estimate"
"QC","Crops","226","Uganda","5312","Area harvested","661","Cocoa, beans","1975","1975","ha","2000","F","FAO estimate"
"QC","Crops","226","Uganda","5312","Area harvested","661","Cocoa, beans","1976","1976","ha","2000","F","FAO estimate"
"QC","Crops","226","Uganda","5312","Area harvested","661","Cocoa, beans","1977","1977","ha","2000","F","FAO estimate"
"QC","Crops","226","Uganda","5312","Area harvested","661","Cocoa, beans","1978","1978","ha","2000","F","FAO estimate"
"QC","Crops","226","Uganda","5312","Area harvested","661","Cocoa, beans","1979","1979","ha","2000","F","FAO estimate"
"QC","Crops","226","Uganda","5312","Area harvested","661","Cocoa, beans","1980","1980","ha","2000","F","FAO estimate"
"QC","Crops","226","Uganda","5312","Area harvested","661","Cocoa, beans","1981","1981","ha","2000","F","FAO estimate"
"QC","Crops","226","Uganda","5312","Area harvested","661","Cocoa, beans","1982","1982","ha","2000","F","FAO estimate"
"QC","Crops","226","Uganda","5312","Area harvested","661","Cocoa, beans","1983","1983","ha","2000","F","FAO estimate"
"QC","Crops","226","Uganda","5312","Area harvested","661","Cocoa, beans","1984","1984","ha","2000","F","FAO estimate"
"QC","Crops","226","Uganda","5312","Area harvested","661","Cocoa, beans","1985","1985","ha","2000","F","FAO estimate"
"QC","Crops","226","Uganda","5312","Area harvested","661","Cocoa, beans","1986","1986","ha","1500","F","FAO estimate"
"QC","Crops","226","Uganda","5312","Area harvested","661","Cocoa, beans","1987","1987","ha","1800","F","FAO estimate"
"QC","Crops","226","Uganda","5312","Area harvested","661","Cocoa, beans","1988","1988","ha","2500","F","FAO estimate"
"QC","Crops","226","Uganda","5312","Area harvested","661","Cocoa, beans","1989","1989","ha","5000","F","FAO estimate"
"QC","Crops","226","Uganda","5312","Area harvested","661","Cocoa, beans","1990","1990","ha","10000","","Official data"
"QC","Crops","226","Uganda","5312","Area harvested","661","Cocoa, beans","1991","1991","ha","10500","","Official data"
"QC","Crops","226","Uganda","5312","Area harvested","661","Cocoa, beans","1992","1992","ha","10500","","Official data"
"QC","Crops","226","Uganda","5312","Area harvested","661","Cocoa, beans","1993","1993","ha","10500","F","FAO estimate"
"QC","Crops","226","Uganda","5312","Area harvested","661","Cocoa, beans","1994","1994","ha","10500","F","FAO estimate"
"QC","Crops","226","Uganda","5312","Area harvested","661","Cocoa, beans","1995","1995","ha","11000","F","FAO estimate"
"QC","Crops","226","Uganda","5312","Area harvested","661","Cocoa, beans","1996","1996","ha","12500","F","FAO estimate"
"QC","Crops","226","Uganda","5312","Area harvested","661","Cocoa, beans","1997","1997","ha","12767","","Official data"
"QC","Crops","226","Uganda","5312","Area harvested","661","Cocoa, beans","1998","1998","ha","12800","F","FAO estimate"
"QC","Crops","226","Uganda","5312","Area harvested","661","Cocoa, beans","1999","1999","ha","13098","","Official data"
"QC","Crops","226","Uganda","5312","Area harvested","661","Cocoa, beans","2000","2000","ha","13717","","Official data"
"QC","Crops","226","Uganda","5312","Area harvested","661","Cocoa, beans","2001","2001","ha","14200","","Official data"
"QC","Crops","226","Uganda","5312","Area harvested","661","Cocoa, beans","2002","2002","ha","14200","F","FAO estimate"
"QC","Crops","226","Uganda","5312","Area harvested","661","Cocoa, beans","2003","2003","ha","14200","F","FAO estimate"
"QC","Crops","226","Uganda","5312","Area harvested","661","Cocoa, beans","2004","2004","ha","14200","F","FAO estimate"
"QC","Crops","226","Uganda","5312","Area harvested","661","Cocoa, beans","2005","2005","ha","14200","F","FAO estimate"
"QC","Crops","226","Uganda","5312","Area harvested","661","Cocoa, beans","2006","2006","ha","24000","F","FAO estimate"
"QC","Crops","226","Uganda","5312","Area harvested","661","Cocoa, beans","2007","2007","ha","30300","F","FAO estimate"
"QC","Crops","226","Uganda","5312","Area harvested","661","Cocoa, beans","2008","2008","ha","37000","F","FAO estimate"
"QC","Crops","226","Uganda","5312","Area harvested","661","Cocoa, beans","2009","2009","ha","43000","F","FAO estimate"
"QC","Crops","226","Uganda","5312","Area harvested","661","Cocoa, beans","2010","2010","ha","41841","Im","FAO data based on imputation methodology"
"QC","Crops","226","Uganda","5312","Area harvested","661","Cocoa, beans","2011","2011","ha","49472","Im","FAO data based on imputation methodology"
"QC","Crops","226","Uganda","5312","Area harvested","661","Cocoa, beans","2012","2012","ha","42557","Im","FAO data based on imputation methodology"
"QC","Crops","226","Uganda","5312","Area harvested","661","Cocoa, beans","2013","2013","ha","51944","Im","FAO data based on imputation methodology"
"QC","Crops","226","Uganda","5312","Area harvested","661","Cocoa, beans","2014","2014","ha","69386","Im","FAO data based on imputation methodology"
"QC","Crops","226","Uganda","5312","Area harvested","661","Cocoa, beans","2015","2015","ha","66500","F","FAO estimate"
"QC","Crops","226","Uganda","5312","Area harvested","661","Cocoa, beans","2016","2016","ha","72750","F","FAO estimate"
"QC","Crops","226","Uganda","5312","Area harvested","661","Cocoa, beans","2017","2017","ha","67384","Im","FAO data based on imputation methodology"
"QC","Crops","226","Uganda","5312","Area harvested","661","Cocoa, beans","2018","2018","ha","64448","Im","FAO data based on imputation methodology"
"QC","Crops","226","Uganda","5419","Yield","661","Cocoa, beans","1961","1961","hg/ha","222","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","661","Cocoa, beans","1962","1962","hg/ha","250","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","661","Cocoa, beans","1963","1963","hg/ha","250","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","661","Cocoa, beans","1964","1964","hg/ha","273","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","661","Cocoa, beans","1965","1965","hg/ha","273","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","661","Cocoa, beans","1966","1966","hg/ha","267","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","661","Cocoa, beans","1967","1967","hg/ha","329","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","661","Cocoa, beans","1968","1968","hg/ha","430","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","661","Cocoa, beans","1969","1969","hg/ha","700","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","661","Cocoa, beans","1970","1970","hg/ha","1205","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","661","Cocoa, beans","1971","1971","hg/ha","725","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","661","Cocoa, beans","1972","1972","hg/ha","950","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","661","Cocoa, beans","1973","1973","hg/ha","1000","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","661","Cocoa, beans","1974","1974","hg/ha","500","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","661","Cocoa, beans","1975","1975","hg/ha","500","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","661","Cocoa, beans","1976","1976","hg/ha","1000","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","661","Cocoa, beans","1977","1977","hg/ha","500","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","661","Cocoa, beans","1978","1978","hg/ha","1000","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","661","Cocoa, beans","1979","1979","hg/ha","1000","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","661","Cocoa, beans","1980","1980","hg/ha","500","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","661","Cocoa, beans","1981","1981","hg/ha","500","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","661","Cocoa, beans","1982","1982","hg/ha","500","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","661","Cocoa, beans","1983","1983","hg/ha","1000","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","661","Cocoa, beans","1984","1984","hg/ha","1355","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","661","Cocoa, beans","1985","1985","hg/ha","930","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","661","Cocoa, beans","1986","1986","hg/ha","460","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","661","Cocoa, beans","1987","1987","hg/ha","556","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","661","Cocoa, beans","1988","1988","hg/ha","896","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","661","Cocoa, beans","1989","1989","hg/ha","922","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","661","Cocoa, beans","1990","1990","hg/ha","1000","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","661","Cocoa, beans","1991","1991","hg/ha","1143","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","661","Cocoa, beans","1992","1992","hg/ha","1143","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","661","Cocoa, beans","1993","1993","hg/ha","1429","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","661","Cocoa, beans","1994","1994","hg/ha","1619","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","661","Cocoa, beans","1995","1995","hg/ha","1818","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","661","Cocoa, beans","1996","1996","hg/ha","2000","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","661","Cocoa, beans","1997","1997","hg/ha","2115","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","661","Cocoa, beans","1998","1998","hg/ha","2188","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","661","Cocoa, beans","1999","1999","hg/ha","2672","Fc","Calculated data"
"QC","Crops","226","Uganda","5419","Yield","661","Cocoa, beans","2000","2000","hg/ha","2880","Fc","Calculated data"
